iter	Logloss
804	0.4313407119
805	0.4312438943
806	0.4311562071
807	0.430990681
808	0.4308698797
809	0.4307468761
810	0.4306401173
811	0.4305387204
812	0.4304057796
813	0.4302466738
814	0.430034724
815	0.4298701496
816	0.4297207372
817	0.4296244134
818	0.4294982083
819	0.4293993515
820	0.4292295196
821	0.4291328173
822	0.4290647546
823	0.4288813792
824	0.4287789939
825	0.4286087175
826	0.4284160934
827	0.4282779763
828	0.4281488262
829	0.4280324979
830	0.4278668713
831	0.4277232389
832	0.4276061188
833	0.4275047691
834	0.427400739
835	0.4273050243
836	0.4271280939
837	0.4270162973
838	0.4268630331
839	0.4267516741
840	0.4266213837
841	0.4264861187
842	0.42640647
843	0.4262148964
844	0.4261290836
845	0.425990151
846	0.425797591
847	0.4256506354
848	0.4254814476
849	0.4253000703
850	0.425143445
851	0.424989534
852	0.4249140122
853	0.4248032947
854	0.4247241658
855	0.4245784774
856	0.4244776505
857	0.4243708355
858	0.4242594824
859	0.4241438794
860	0.4240763211
861	0.4239966494
862	0.4239061551
863	0.4238212616
864	0.4237136451
865	0.4235506725
866	0.4234164297
867	0.4233091638
868	0.4232255428
869	0.4230742144
870	0.4229286037
871	0.4227452204
872	0.4225578612
873	0.4224456497
874	0.4222494379
875	0.4221440345
876	0.4220094039
877	0.4218839995
878	0.4217094381
879	0.4215320259
880	0.4213883289
881	0.4212749254
882	0.4211314317
883	0.4210217743
884	0.4208929011
885	0.4206890879
886	0.4206267193
887	0.4205100259
888	0.420356883
889	0.4202359925
890	0.4201357032
891	0.4199812248
892	0.4198815202
893	0.4197311718
894	0.4196204713
895	0.4194839026
896	0.4194142025
897	0.41929252
898	0.4191321142
899	0.4189958571
900	0.4188247022
901	0.4186752114
902	0.4185437958
903	0.418442232
904	0.4183501813
905	0.4182022462
906	0.4180840399
907	0.4179275303
908	0.417717506
909	0.4176246249
910	0.417554248
911	0.4173910543
912	0.4172418158
913	0.4170945715
914	0.4169376747
915	0.416787036
916	0.416640131
917	0.4165372649
918	0.4164037279
919	0.4163009552
920	0.4161860756
921	0.41604643
922	0.4158999641
923	0.4157451406
924	0.4156366606
925	0.4155338639
926	0.4153934851
927	0.4153167044
928	0.4151763768
929	0.4150665326
930	0.4149040131
931	0.4147496409
932	0.4145925008
933	0.4144640576
934	0.4143212432
935	0.4142485965
936	0.4140715323
937	0.4139544358
938	0.4137488004
939	0.4136716504
940	0.4135052135
941	0.413395128
942	0.4132002003
943	0.4130533799
944	0.4129255079
945	0.4127868026
946	0.4127090747
947	0.41254336
948	0.4124326176
949	0.4122524792
950	0.412051004
951	0.4118891638
952	0.4117943058
953	0.4116560144
954	0.411519436
955	0.4114273957
956	0.4113093802
957	0.4111776507
958	0.4110439481
959	0.4109210516
960	0.4107887263
961	0.4106304762
962	0.4105242242
963	0.4103181983
964	0.410207602
965	0.4100545258
966	0.4099493644
967	0.4097991322
968	0.4097264366
969	0.4095694489
970	0.4094465949
971	0.4092847929
972	0.4091672066
973	0.4091019857
974	0.4090034018
975	0.4088208798
976	0.4086779899
977	0.4086023268
978	0.4084900737
979	0.4083755017
980	0.4082892623
981	0.4081968597
982	0.4081024807
983	0.4080265179
984	0.4079223484
985	0.4077765529
986	0.4076073775
987	0.4074570657
988	0.4073393636
989	0.4072866874
990	0.4072010015
991	0.4071276175
992	0.4069831098
993	0.4069309041
994	0.4068344557
995	0.4067474735
996	0.4066006119
997	0.4065084185
998	0.4064277252
999	0.4063081158
1000	0.4061938961
1001	0.4060329218
1002	0.4059013611
1003	0.4057742389
1004	0.4056371801
1005	0.4055382144
1006	0.4054042013
1007	0.4052602846
1008	0.4051278845
1009	0.4050424902
1010	0.4049233051
1011	0.4047947265
1012	0.4046943881
1013	0.4045655421
1014	0.4044424763
1015	0.4043128576
1016	0.4041358229
1017	0.4040328193
1018	0.4039476248
1019	0.4038465175
1020	0.4037664288
1021	0.4036210327
1022	0.4034898
1023	0.403367435
1024	0.4032628594
1025	0.4031141486
1026	0.4030348001
1027	0.402920434
1028	0.4028379986
1029	0.402749874
1030	0.402585803
1031	0.402453769
1032	0.4022761678
1033	0.4020955882
1034	0.4019639323
1035	0.4018314342
1036	0.4017360001
1037	0.4016626271
1038	0.4015771578
1039	0.4013926585
1040	0.4012587776
1041	0.4011972418
1042	0.4011051377
1043	0.400988651
1044	0.4008621219
1045	0.4007600005
1046	0.4006435055
1047	0.400518962
1048	0.4004008404
1049	0.4003705748
1050	0.4002335814
1051	0.4001651033
1052	0.4000594695
1053	0.3999718406
1054	0.3998904944
1055	0.3997583921
1056	0.3995856829
1057	0.3994569828
1058	0.3993613748
1059	0.3992784799
1060	0.3991261982
1061	0.3990317031
1062	0.3989319054
1063	0.3988144311
1064	0.3986257871
1065	0.3985412766
1066	0.3983960596
1067	0.3983436427
1068	0.3982370236
1069	0.3981330427
1070	0.3979617937
1071	0.3978132985
1072	0.3977061529
1073	0.39762878
1074	0.3975150601
1075	0.3973887135
1076	0.3971984078
1077	0.3970884367
1078	0.39701276
1079	0.3969002031
1080	0.3967805762
1081	0.3965938803
