run_id,timestamp,dataset,experiment,attack,variant,generator,split,auc,aupr,tpr_at_fpr_0.01,tpr_at_fpr_0.1,precision_at_5pct,n,n_members,tag,notes
BRCA__mahalamia__cvae__s2__7fbace2a,2026-09-18T21:07:21+00:00,BRCA,,mahalamia,,cvae,2,0.844289491146947,0.9489286913906676,0.2365097588978186,0.45464982778415614,1.0,1089,871,aux,grid_brca:mahalamia
BRCA__mahalamia__cvae__s2__8a5a4490,2026-09-18T21:23:27+00:00,BRCA,tune_statistical,mahalamia,r1e5,cvae,2,0.9910995481309052,0.9977936862528757,0.8828932261768083,0.9758897818599311,1.0,1089,871,aux_ridge1e-05,smallest stable ridge
BRCA__mahalamia__cvae__s2__8f2bf19a,2026-09-18T21:16:46+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_3e4,cvae,2,0.9471450089004518,0.9869136119164807,0.7451205510907003,0.8564867967853043,1.0,1089,871,aux_ridge0.0003,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s2__8f82e775,2026-09-18T21:22:18+00:00,BRCA,tune_statistical,mahalamia,r1e6,cvae,2,0.9965556831228473,0.9991442749832659,0.9334098737083811,0.9954075774971297,1.0,1089,871,aux_ridge1e-06,smallest stable ridge
BRCA__mahalamia__cvae__s2__b6b93e96,2026-09-18T21:10:25+00:00,BRCA,,mahalamia,,cvae,2,0.7473693634860279,0.9210369885716014,0.1584385763490241,0.43398392652123996,0.9636363636363636,1089,871,aux_ridge0.1,tune_statistical:mahala_ridge_heavy
BRCA__mahalamia__cvae__s2__c46d6620,2026-09-18T21:08:40+00:00,BRCA,,mahalamia,,cvae,2,0.8201792730068781,0.9502342145209008,0.35246842709529275,0.5958668197474167,1.0,1089,871,aux_ledoit_wolf,tune_statistical:mahala_ledoit
BRCA__mahalamia__cvae__s2__d3df6bba,2026-09-18T21:11:23+00:00,BRCA,,mahalamia,,cvae,2,0.6778773738927101,0.90273327762969,0.1791044776119403,0.39380022962112515,0.9818181818181818,1089,871,aux_pca500,tune_statistical:mahala_pca500
BRCA__mahalamia__cvae__s2__d6ede864,2026-09-18T21:11:09+00:00,BRCA,,mahalamia,,cvae,2,0.4595529761215096,0.7873035513839437,0.011481056257175661,0.11366245694603903,0.8181818181818182,1089,871,aux_pca200,tune_statistical:mahala_pca200
BRCA__mahalamia__cvae__s2__df8d2935,2026-09-18T21:24:45+00:00,BRCA,tune_statistical,mahalamia,r3e5,cvae,2,0.9825940867293737,0.9956848033443972,0.8564867967853043,0.9402985074626866,1.0,1089,871,aux_ridge3e-05,smallest stable ridge
BRCA__mahalamia__cvae__s2__e467a9db,2026-09-18T21:11:03+00:00,BRCA,,mahalamia,,cvae,2,0.4096841129567406,0.767110066640089,0.01722158438576349,0.08036739380022963,0.7454545454545455,1089,871,aux_pca50,tune_statistical:mahala_pca50
BRCA__mahalamia__cvae__s2__e63053ea,2026-09-18T21:17:52+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_3e3,cvae,2,0.8887285520176111,0.9714272760524739,0.5706084959816303,0.7290470723306545,1.0,1089,871,aux_ridge0.003,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s3__19a13a2a,2026-09-18T21:32:37+00:00,BRCA,tune_statistical,mahalamia,r1e8,cvae,3,0.9921739222026775,0.9981099688786459,0.9024110218140069,0.9827784156142365,1.0,1089,871,aux_ridge1e-08,"how far the bin-count trend goes, and the smallest usable ridge"
BRCA__mahalamia__cvae__s3__33d5129d,2026-09-18T21:20:17+00:00,BRCA,tune_statistical,mahalamia,mahala_pca800,cvae,3,0.8436891056362505,0.95849047678062,0.37657864523536166,0.6498277841561424,1.0,1089,871,aux_ridge0.001_pca800,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s3__3fee98bf,2026-09-18T21:08:14+00:00,BRCA,,mahalamia,,cvae,3,0.890598173564078,0.9691968787281797,0.40642939150401836,0.6785304247990815,1.0,1089,871,aux,tune_statistical:mahala_pinv
BRCA__mahalamia__cvae__s3__57493d1e,2026-09-18T21:09:25+00:00,BRCA,,mahalamia,,cvae,3,0.9125543770210346,0.9772480117383997,0.5258323765786452,0.7726750861079219,1.0,1089,871,aux_ridge0.001,tune_statistical:mahala_ridge
BRCA__mahalamia__cvae__s3__635f0ddb,2026-09-19T07:29:29+00:00,BRCA,grid_brca_tuned,mahalamia,mahalamia,cvae,3,0.9648827141638316,0.9912462203274875,0.7543053960964409,0.894374282433984,1.0,1089,871,aux_ridge0.0001,tuned statistical attacks; MeLoMIA unchanged (Optuna tunes it per run)
BRCA__mahalamia__cvae__s3__6c0a112d,2026-09-18T21:19:12+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_1e2,cvae,3,0.8264885874087572,0.9508755996630436,0.3065442020665901,0.5533869115958668,1.0,1089,871,aux_ridge0.01,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s3__717f503a,2026-09-18T21:15:45+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_1e4,cvae,3,0.9648827141638316,0.9912462203274875,0.7543053960964409,0.894374282433984,1.0,1089,871,aux_ridge0.0001,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s3__7fbace2a,2026-09-18T21:07:24+00:00,BRCA,,mahalamia,,cvae,3,0.890598173564078,0.9691968787281797,0.40642939150401836,0.6785304247990815,1.0,1089,871,aux,grid_brca:mahalamia
BRCA__mahalamia__cvae__s3__8a5a4490,2026-09-18T21:23:32+00:00,BRCA,tune_statistical,mahalamia,r1e5,cvae,3,0.9875604335415371,0.9969544510995052,0.8656716417910447,0.9678530424799081,1.0,1089,871,aux_ridge1e-05,smallest stable ridge
BRCA__mahalamia__cvae__s3__8f2bf19a,2026-09-18T21:16:50+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_3e4,cvae,3,0.9442642117570229,0.9858814248372423,0.6521239954075775,0.8415614236509759,1.0,1089,871,aux_ridge0.0003,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s3__8f82e775,2026-09-18T21:22:22+00:00,BRCA,tune_statistical,mahalamia,r1e6,cvae,3,0.9918473967494918,0.9980302606712518,0.9012629161882894,0.9827784156142365,1.0,1089,871,aux_ridge1e-06,smallest stable ridge
BRCA__mahalamia__cvae__s3__b6b93e96,2026-09-18T21:10:29+00:00,BRCA,,mahalamia,,cvae,3,0.7098979344631816,0.9016360338578243,0.08840413318025259,0.2939150401836969,0.9636363636363636,1089,871,aux_ridge0.1,tune_statistical:mahala_ridge_heavy
BRCA__mahalamia__cvae__s3__c46d6620,2026-09-18T21:08:41+00:00,BRCA,,mahalamia,,cvae,3,0.7909394453280528,0.9382111239857558,0.2468427095292767,0.4695752009184845,1.0,1089,871,aux_ledoit_wolf,tune_statistical:mahala_ledoit
BRCA__mahalamia__cvae__s3__d3df6bba,2026-09-18T21:11:24+00:00,BRCA,,mahalamia,,cvae,3,0.6359662520144516,0.8802383602472763,0.10332950631458095,0.2399540757749713,0.9818181818181818,1089,871,aux_pca500,tune_statistical:mahala_pca500
BRCA__mahalamia__cvae__s3__d6ede864,2026-09-18T21:11:10+00:00,BRCA,,mahalamia,,cvae,3,0.4249886769399298,0.7568855554250431,0.006888633754305396,0.04707233065442021,0.6727272727272727,1089,871,aux_pca200,tune_statistical:mahala_pca200
BRCA__mahalamia__cvae__s3__df8d2935,2026-09-18T21:24:50+00:00,BRCA,tune_statistical,mahalamia,r3e5,cvae,3,0.980129346211778,0.9950933118506662,0.8208955223880597,0.9425947187141217,1.0,1089,871,aux_ridge3e-05,smallest stable ridge
BRCA__mahalamia__cvae__s3__e467a9db,2026-09-18T21:11:04+00:00,BRCA,,mahalamia,,cvae,3,0.3931945775708613,0.7503039270322636,0.009184845005740528,0.05510907003444317,0.7090909090909091,1089,871,aux_pca50,tune_statistical:mahala_pca50
BRCA__mahalamia__cvae__s3__e63053ea,2026-09-18T21:17:56+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_3e3,cvae,3,0.8751724791708361,0.9663445224865271,0.4006888633754305,0.6888633754305397,1.0,1089,871,aux_ridge0.003,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s4__19a13a2a,2026-09-18T21:32:41+00:00,BRCA,tune_statistical,mahalamia,r1e8,cvae,4,0.9951284509000515,0.9987781051074841,0.8966704936854191,0.9931113662456946,1.0,1089,871,aux_ridge1e-08,"how far the bin-count trend goes, and the smallest usable ridge"
BRCA__mahalamia__cvae__s4__33d5129d,2026-09-18T21:20:20+00:00,BRCA,tune_statistical,mahalamia,mahala_pca800,cvae,4,0.8471650217508084,0.9602253185130986,0.4213547646383467,0.669345579793341,1.0,1089,871,aux_ridge0.001_pca800,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s4__3fee98bf,2026-09-18T21:08:16+00:00,BRCA,,mahalamia,,cvae,4,0.9517953633385647,0.9871266389583596,0.5866819747416763,0.8633754305396096,1.0,1089,871,aux,tune_statistical:mahala_pinv
BRCA__mahalamia__cvae__s4__57493d1e,2026-09-18T21:09:29+00:00,BRCA,,mahalamia,,cvae,4,0.9164200170635881,0.9784601306530565,0.5625717566016073,0.7979334098737084,1.0,1089,871,aux_ridge0.001,tune_statistical:mahala_ridge
BRCA__mahalamia__cvae__s4__635f0ddb,2026-09-19T07:29:30+00:00,BRCA,grid_brca_tuned,mahalamia,mahalamia,cvae,4,0.9667154699333256,0.9917368726891319,0.7439724454649828,0.9035591274397244,1.0,1089,871,aux_ridge0.0001,tuned statistical attacks; MeLoMIA unchanged (Optuna tunes it per run)
BRCA__mahalamia__cvae__s4__6c0a112d,2026-09-18T21:19:16+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_1e2,cvae,4,0.8342251340334319,0.9544676582774786,0.34443168771526983,0.6222732491389208,1.0,1089,871,aux_ridge0.01,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s4__717f503a,2026-09-18T21:15:49+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_1e4,cvae,4,0.9667154699333256,0.9917368726891319,0.7439724454649828,0.9035591274397244,1.0,1089,871,aux_ridge0.0001,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s4__7fbace2a,2026-09-18T21:07:25+00:00,BRCA,,mahalamia,,cvae,4,0.9517953633385647,0.9871266389583596,0.5866819747416763,0.8633754305396096,1.0,1089,871,aux,grid_brca:mahalamia
BRCA__mahalamia__cvae__s4__8a5a4490,2026-09-18T21:23:37+00:00,BRCA,tune_statistical,mahalamia,r1e5,cvae,4,0.9880133559443431,0.99704372252789,0.8381171067738232,0.9735935706084959,1.0,1089,871,aux_ridge1e-05,smallest stable ridge
BRCA__mahalamia__cvae__s4__8f2bf19a,2026-09-18T21:16:54+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_3e4,cvae,4,0.9470660108069393,0.9866723094379184,0.6636050516647531,0.8633754305396096,1.0,1089,871,aux_ridge0.0003,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s4__8f82e775,2026-09-18T21:22:26+00:00,BRCA,tune_statistical,mahalamia,r1e6,cvae,4,0.994175207238332,0.9985510489918938,0.8932261768082663,0.9908151549942594,1.0,1089,871,aux_ridge1e-06,smallest stable ridge
BRCA__mahalamia__cvae__s4__b6b93e96,2026-09-18T21:10:33+00:00,BRCA,,mahalamia,,cvae,4,0.7284466868199581,0.9131920664402244,0.10562571756601608,0.43398392652123996,0.9818181818181818,1089,871,aux_ridge0.1,tune_statistical:mahala_ridge_heavy
BRCA__mahalamia__cvae__s4__c46d6620,2026-09-18T21:08:42+00:00,BRCA,,mahalamia,,cvae,4,0.7980282075859235,0.9424085591590976,0.2675086107921929,0.5568312284730195,1.0,1089,871,aux_ledoit_wolf,tune_statistical:mahala_ledoit
BRCA__mahalamia__cvae__s4__d3df6bba,2026-09-18T21:11:25+00:00,BRCA,,mahalamia,,cvae,4,0.6590178957014504,0.8949637514003319,0.14695752009184845,0.3547646383467279,1.0,1089,871,aux_pca500,tune_statistical:mahala_pca500
BRCA__mahalamia__cvae__s4__d6ede864,2026-09-18T21:11:10+00:00,BRCA,,mahalamia,,cvae,4,0.43351520449973147,0.7788430938785194,0.016073478760045924,0.06659012629161883,0.7636363636363637,1089,871,aux_pca200,tune_statistical:mahala_pca200
BRCA__mahalamia__cvae__s4__df8d2935,2026-09-18T21:24:54+00:00,BRCA,tune_statistical,mahalamia,r3e5,cvae,4,0.9805138036002065,0.9951748573904156,0.7967853042479908,0.9414466130884042,1.0,1089,871,aux_ridge3e-05,smallest stable ridge
BRCA__mahalamia__cvae__s4__e467a9db,2026-09-18T21:11:04+00:00,BRCA,,mahalamia,,cvae,4,0.4124911785462244,0.7604569069541874,0.003444316877152698,0.060849598163030996,0.7454545454545455,1089,871,aux_pca50,tune_statistical:mahala_pca50
BRCA__mahalamia__cvae__s4__e63053ea,2026-09-18T21:18:01+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_3e3,cvae,4,0.8807444780332635,0.968481253057116,0.4569460390355913,0.7049368541905855,1.0,1089,871,aux_ridge0.003,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s5__19a13a2a,2026-09-18T21:32:47+00:00,BRCA,tune_statistical,mahalamia,r1e8,cvae,5,0.9977909778886399,0.9994950116282773,0.9793577981651376,0.9965596330275229,1.0,1089,872,aux_ridge1e-08,"how far the bin-count trend goes, and the smallest usable ridge"
BRCA__mahalamia__cvae__s5__33d5129d,2026-09-18T21:20:24+00:00,BRCA,tune_statistical,mahalamia,mahala_pca800,cvae,5,0.8631199002240731,0.9659784310809277,0.5011467889908257,0.6915137614678899,1.0,1089,872,aux_ridge0.001_pca800,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s5__3fee98bf,2026-09-18T21:08:18+00:00,BRCA,,mahalamia,,cvae,5,0.9140912357840443,0.9763008283828511,0.40022935779816515,0.7247706422018348,1.0,1089,872,aux,tune_statistical:mahala_pinv
BRCA__mahalamia__cvae__s5__57493d1e,2026-09-18T21:09:33+00:00,BRCA,,mahalamia,,cvae,5,0.9317475584492453,0.9834401722681853,0.680045871559633,0.8314220183486238,1.0,1089,872,aux_ridge0.001,tune_statistical:mahala_ridge
BRCA__mahalamia__cvae__s5__635f0ddb,2026-09-19T07:29:32+00:00,BRCA,grid_brca_tuned,mahalamia,mahalamia,cvae,5,0.9733173381812031,0.9937093854744394,0.8440366972477065,0.926605504587156,1.0,1089,872,aux_ridge0.0001,tuned statistical attacks; MeLoMIA unchanged (Optuna tunes it per run)
BRCA__mahalamia__cvae__s5__6c0a112d,2026-09-18T21:19:21+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_1e2,cvae,5,0.858115249651207,0.9629523295701713,0.4025229357798165,0.6571100917431193,1.0,1089,872,aux_ridge0.01,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s5__717f503a,2026-09-18T21:15:53+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_1e4,cvae,5,0.9733173381812031,0.9937093854744394,0.8440366972477065,0.926605504587156,1.0,1089,872,aux_ridge0.0001,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s5__7fbace2a,2026-09-18T21:07:28+00:00,BRCA,,mahalamia,,cvae,5,0.9140912357840443,0.9763008283828511,0.40022935779816515,0.7247706422018348,1.0,1089,872,aux,grid_brca:mahalamia
BRCA__mahalamia__cvae__s5__8a5a4490,2026-09-18T21:23:42+00:00,BRCA,tune_statistical,mahalamia,r1e5,cvae,5,0.9922578531264533,0.9981953004297621,0.9392201834862385,0.981651376146789,1.0,1089,872,aux_ridge1e-05,smallest stable ridge
BRCA__mahalamia__cvae__s5__8f2bf19a,2026-09-18T21:16:58+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_3e4,cvae,5,0.9573151397285756,0.9898447818970691,0.7821100917431193,0.8864678899082569,1.0,1089,872,aux_ridge0.0003,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__cvae__s5__8f82e775,2026-09-18T21:22:30+00:00,BRCA,tune_statistical,mahalamia,r1e6,cvae,5,0.9972625036993193,0.9993736022195764,0.9782110091743119,0.9931192660550459,1.0,1089,872,aux_ridge1e-06,smallest stable ridge
BRCA__mahalamia__cvae__s5__b6b93e96,2026-09-18T21:10:37+00:00,BRCA,,mahalamia,,cvae,5,0.7467445989937852,0.9235006037653081,0.14678899082568808,0.4461009174311927,1.0,1089,872,aux_ridge0.1,tune_statistical:mahala_ridge_heavy
BRCA__mahalamia__cvae__s5__c46d6620,2026-09-18T21:08:44+00:00,BRCA,,mahalamia,,cvae,5,0.8100452373906057,0.9475643879378624,0.27522935779816515,0.5642201834862385,1.0,1089,872,aux_ledoit_wolf,tune_statistical:mahala_ledoit
BRCA__mahalamia__cvae__s5__d3df6bba,2026-09-18T21:11:27+00:00,BRCA,,mahalamia,,cvae,5,0.652818881325836,0.892232042154177,0.08486238532110092,0.3853211009174312,0.9636363636363636,1089,872,aux_pca500,tune_statistical:mahala_pca500
BRCA__mahalamia__cvae__s5__d6ede864,2026-09-18T21:11:11+00:00,BRCA,,mahalamia,,cvae,5,0.4356476979664314,0.7889621158008775,0.005733944954128441,0.11009174311926606,0.8545454545454545,1089,872,aux_pca200,tune_statistical:mahala_pca200
BRCA__mahalamia__cvae__s5__df8d2935,2026-09-18T21:25:00+00:00,BRCA,tune_statistical,mahalamia,r3e5,cvae,5,0.9854616750517905,0.9965944692469592,0.8979357798165137,0.9621559633027523,1.0,1089,872,aux_ridge3e-05,smallest stable ridge
BRCA__mahalamia__cvae__s5__e467a9db,2026-09-18T21:11:04+00:00,BRCA,,mahalamia,,cvae,5,0.4145245846192872,0.7636291898090806,0.011467889908256881,0.07454128440366972,0.7090909090909091,1089,872,aux_pca50,tune_statistical:mahala_pca50
BRCA__mahalamia__cvae__s5__e63053ea,2026-09-18T21:18:05+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_3e3,cvae,5,0.9014078552403502,0.9753923954285187,0.5676605504587156,0.7580275229357798,1.0,1089,872,aux_ridge0.003,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__mvn__s1__19a13a2a,2026-09-18T21:32:02+00:00,BRCA,tune_statistical,mahalamia,r1e8,mvn,1,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-08,"how far the bin-count trend goes, and the smallest usable ridge"
BRCA__mahalamia__mvn__s1__33d5129d,2026-09-18T21:19:53+00:00,BRCA,tune_statistical,mahalamia,mahala_pca800,mvn,1,0.9624601059627761,0.988065247331052,0.365097588978186,0.9035591274397244,1.0,1089,871,aux_ridge0.001_pca800,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__mvn__s1__3fee98bf,2026-09-18T21:08:00+00:00,BRCA,,mahalamia,,mvn,1,0.942289259419206,0.9854693236468866,0.677382319173364,0.8507462686567164,1.0,1089,871,aux,tune_statistical:mahala_pinv
BRCA__mahalamia__mvn__s1__57493d1e,2026-09-18T21:08:57+00:00,BRCA,,mahalamia,,mvn,1,0.9988097620577423,0.9996956652027684,0.9552238805970149,1.0,1.0,1089,871,aux_ridge0.001,tune_statistical:mahala_ridge
BRCA__mahalamia__mvn__s1__635f0ddb,2026-09-19T07:29:18+00:00,BRCA,grid_brca_tuned,mahalamia,mahalamia,mvn,1,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge0.0001,tuned statistical attacks; MeLoMIA unchanged (Optuna tunes it per run)
BRCA__mahalamia__mvn__s1__6c0a112d,2026-09-18T21:18:40+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_1e2,mvn,1,0.9633712173079556,0.9878814816884043,0.43742824339839265,0.9001148105625718,1.0,1089,871,aux_ridge0.01,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__mvn__s1__717f503a,2026-09-18T21:15:18+00:00,BRCA,tune_statistical,mahalamia,mahala_ridge_1e4,mvn,1,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge0.0001,finer sweep around the ridge and bin-count optima
BRCA__mahalamia__mvn__s1__7fbace2a,2026-09-18T21:07:09+00:00,BRCA,,mahalamia,,mvn,1,0.942289259419206,0.9854693236468866,0.677382319173364,0.8507462686567164,1.0,1089,871,aux,grid_brca:mahalamia
BRCA__mahalamia__mvn__s1__8a5a4490,2026-09-18T21:23:01+00:00,BRCA,tune_statistical,mahalamia,r1e5,mvn,1,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-05,smallest stable ridge
