dataset,target,binning,n_bins,epsilon,split,fingerprint,auc_ratio_shipped,auc_ratio_1_way_only,auc_log,auc_log_1_way_only,auc_log_2_way_only,auc_log_inverse_variance,auc_log_class_centred,auc_log_1_way_only_class_centred,auc_log_2_way_only_class_centred
BRCA,pgm@epsilon=0.1,quantile,4,0.1,5,4235d2226e5820e2,0.5174396482475796,0.5491956622838541,0.524251680547922,0.5398205301653067,0.5147655688496174,0.5206844797700081,0.5335633957637509,0.5442544286137065,0.5215406079567073
BRCA,pgm@epsilon=0.3,quantile,4,0.3,2,7cdb2635a3934bf9,0.5206606347233487,0.5904686166907172,0.5194651302415235,0.5983526264232822,0.509643033948114,0.5147937096451406,0.5439018738347782,0.5971571219414571,0.5246790044133601
BRCA,pgm@epsilon=0.3,quantile,4,0.3,3,58e0fcb7b00a52fe,0.5126502280411633,0.5298612793477917,0.5244472766723897,0.5101064894300551,0.525326788780164,0.5248264675212505,0.5387195989003465,0.5105541452932936,0.5412528044323197
BRCA,pgm@epsilon=0.3,quantile,4,0.3,4,7b0803257bddd473,0.5057826604451279,0.5231253752409443,0.5053192049631868,0.4815249791971687,0.5066358398550649,0.5060038551069634,0.510764806875994,0.48212536470786505,0.5161735430118286
BRCA,pgm@epsilon=0.3,quantile,4,0.3,5,00de693c7fd5bec5,0.5163826998689384,0.5449044518665709,0.5035883397454868,0.5079958144844205,0.5037838751955355,0.5028907538155836,0.5066006426246142,0.5117426964867036,0.5055067010527207
BRCA,pgm@epsilon=1,quantile,4,1.0,1,8ecf1f17f1fd1331,0.5285973098515889,0.5532973804232191,0.5162051422492338,0.5271437449309557,0.5150254373861111,0.515889149875183,0.5486838917620789,0.5276282665711667,0.5457609623021098
BRCA,pgm@epsilon=1,quantile,4,1.0,2,936da15f003a6485,0.5246895374924951,0.607642802220373,0.5089583838043376,0.5943553228915409,0.5047240859920581,0.506967631847818,0.5457240965251372,0.5931229526327432,0.536265391461886
BRCA,pgm@epsilon=1,quantile,4,1.0,3,4358934befb33065,0.5226461201403005,0.5563783060702134,0.5305564625707033,0.5606968685155731,0.5285920433120215,0.5295768862111461,0.569802715427801,0.5607442673716807,0.567580235730311
BRCA,pgm@epsilon=1,quantile,4,1.0,4,e4277b29f54b2bc9,0.5127239595951084,0.5279758581826225,0.505845858919938,0.5050980103013514,0.5052138741718366,0.5056246642581026,0.5105910110702662,0.5088109206964472,0.5101117559696225
BRCA,pgm@epsilon=1,quantile,4,1.0,5,84e82d2e4d4e77b7,0.5256521371496217,0.5508550712383207,0.5126939500274806,0.5201190123874351,0.5122447469665581,0.5122817401598105,0.5195746839724347,0.5256944150847672,0.5186392846573373
BRCA,pgm@epsilon=3,quantile,4,3.0,2,9b89906f3cb3c345,0.5822212157279938,0.6211198769736358,0.5549984727035254,0.6146209671473262,0.546040088899188,0.5515594223659402,0.6392420396254437,0.6434184055024805,0.62083548383699
BRCA,pgm@epsilon=3,quantile,4,3.0,1,1b1a91b7218fa466,0.569175997219267,0.5871822960005899,0.5560465140774602,0.5798038740665059,0.5520702767039889,0.5543296221784514,0.6265233465699027,0.6018917410126503,0.6130041395001001
BRCA,pgm@epsilon=3,quantile,4,3.0,3,79117898469aa2b4,0.5668745194282645,0.6133622641906908,0.576296358714543,0.6102918716228316,0.5701134412622841,0.5739896143839728,0.6364613067337975,0.6208934157722327,0.6231896270236679
BRCA,pgm@epsilon=3,quantile,4,3.0,4,4b605bf1d186fd65,0.5755011112398487,0.5629298812921981,0.5505798460063831,0.556588967652914,0.5446391893742297,0.5483520997693256,0.6037350298612794,0.5715459400246474,0.5956298254668788
BRCA,pgm@epsilon=3,quantile,4,3.0,5,7e0cec03f8cda93c,0.5693675220902211,0.5744355895658055,0.5626030524669176,0.5652507081554137,0.5634433264279373,0.5632900689130342,0.6195461463662114,0.5853432968333826,0.6146630448568893
BRCA,pgm@epsilon=30,quantile,4,30.0,1,acdacb5a2aeb32a6,0.662625475305196,0.6629835999957867,0.6761446823749987,0.6625096114347107,0.6264970138720652,0.6506967631847818,0.7466583806444137,0.7390060986528191,0.6841392894384816
BRCA,pgm@epsilon=30,quantile,4,30.0,2,b94bbd3642b0185c,0.6542727435511222,0.6765502059216971,0.6650796827436565,0.676571272079967,0.6063103677097925,0.6302309904254311,0.7239543285688705,0.7741075848702851,0.6539304184792339
BRCA,pgm@epsilon=30,quantile,4,30.0,4,9068303571044d5f,0.6841919548341566,0.6540146831123143,0.6665753799808298,0.6541832123784745,0.6263232180663373,0.6417805116969844,0.7451310841698353,0.7416973003718177,0.6861511075532711
BRCA,pgm@epsilon=30,quantile,4,30.0,3,dc1a7b00f391c4e4,0.7002443674359325,0.7015136034717029,0.6930239416888739,0.700834219867494,0.6537934884504788,0.6692297159228557,0.7401068054224291,0.7540789348950379,0.6988856002275144
BRCA,pgm@epsilon=30,quantile,4,30.0,5,4bacf973a071d156,0.6704593497653575,0.673064727518708,0.6762091489451656,0.6723829958144844,0.6326628757451486,0.6536433010611762,0.7171711833594048,0.7186350568638227,0.6732444087430769
BRCA,pgm@epsilon=100,quantile,4,100.0,1,528d282d8f03c01f,0.6736799418574032,0.6583385120972414,0.690101012228905,0.6580751851188658,0.6334699122594508,0.6527507136161115,0.7372892067538103,0.738511043933473,0.6683186045776762
BRCA,pgm@epsilon=100,quantile,4,100.0,2,a1a0c0ef7d2a0cbc,0.6634207227798902,0.6709413412822971,0.6760024858066759,0.6713679309872655,0.6151212884062398,0.6329801240796722,0.7122731438081294,0.7769725823950115,0.6410695288553703
BRCA,pgm@epsilon=100,quantile,4,100.0,4,7cd82b3220de90dd,0.6589968295431803,0.6423176987328706,0.6573168034211441,0.6426968895817314,0.6083327189037171,0.6231948935632354,0.7362622315381455,0.7355512486965314,0.6710730047714849
BRCA,pgm@epsilon=100,quantile,4,100.0,5,9c192a8f0d48c119,0.658103623219042,0.672092335010358,0.6612586141292859,0.6721821756225426,0.6191603602080074,0.6343381389252949,0.7064484420580899,0.7276983892106709,0.6587906396651587
BRCA,pgm@epsilon=100,quantile,4,100.0,3,7e36478fbaf43b09,0.6806265075469512,0.7029987676297412,0.6700249633975499,0.7028355049031484,0.6306365139721295,0.6425757591716786,0.7251392999715607,0.7604883135486997,0.6844447487333972
BRCA,pgm@epsilon=300,quantile,4,300.0,1,7d0ef09529b30be1,0.6809372333814344,0.6667439092469901,0.6937823233865956,0.6669124385131505,0.6298781322744078,0.6488745404944227,0.7385163104730407,0.7455313411769663,0.6695246421386364
BRCA,pgm@epsilon=300,quantile,4,300.0,2,688a1170917af4d7,0.6555367130473251,0.6693087140163684,0.6689821885631826,0.6696352394695542,0.6099179473135381,0.6259861595340166,0.7167286362822443,0.7746974373018465,0.644729773854791
COMBINED,pgm,quantile,4,10.0,1,837388f1248bba27,0.5384294439968307,0.6057853615809199,0.5444020232885459,0.6061083121320421,0.5404249842035056,0.5417518897287683,0.5496207169769689,0.6356131547187222,0.5439062306722787
COMBINED,pgm,quantile,4,10.0,2,096208785c7dbcf7,0.5298762691522046,0.609868379262964,0.5300561318815046,0.610057268560463,0.5252951186325083,0.5268058986951594,0.5470695413500403,0.636885232200109,0.5409799509890778
COMBINED,pgm,quantile,4,10.0,3,f3bb355f76b99db0,0.5348298491894475,0.6065158449703628,0.5337881163558073,0.606466700321279,0.5299471444284343,0.5312259082566354,0.5410692137190464,0.6314783178488685,0.535724816710518
COMBINED,pgm,quantile,4,10.0,4,f5bb21d95ade64e9,0.5337488489501354,0.596782882550084,0.5329257144539741,0.5970244691786323,0.5289361890077415,0.530244169798593,0.5458900827685159,0.6290029097469831,0.5397875108412836
BRCA,pgm,quantile,4,10.0,1,9d2c7e4062917df8,0.6198085086213253,0.6536038930260483,0.6702040257428454,0.6503228388754885,0.6129672737231275,0.6419332413444423,0.7010080156732217,0.7153488029155562,0.6406376726108343
COMBINED,pgm,quantile,4,10.0,5,85fe42f7c4e3bb69,0.5277610474018395,0.6071249317400662,0.5311302105082822,0.607604424314456,0.5265273494801537,0.5280488098679773,0.5424436253252385,0.6271920138554281,0.5359659583694709
BRCA,pgm,quantile,4,10.0,2,490ea3522aebd090,0.6382940625032916,0.6714679952390482,0.6466731269552028,0.6697511033400394,0.6017021455882198,0.6245167949946808,0.6926710835378506,0.7360252372576075,0.6372038888128166
BRCA,pgm,quantile,4,10.0,3,4d01a7704b748c5f,0.6247432561960838,0.7059269636292778,0.6484163515520492,0.7044628656295094,0.6186235372186351,0.6336595076838812,0.7292577339133549,0.7320174006467312,0.6958836726740328
BRCA,pgm,quantile,4,10.0,4,b7ef7d9a37a3bf1d,0.6530087740549195,0.6561897639536965,0.6591916915071784,0.6549310609970613,0.6302678562024036,0.6469627866314159,0.7202045523968021,0.7053845100538241,0.6758866219361906
BRCA,pgm,quantile,4,10.0,5,f76ba94467ccccdf,0.6259829619921363,0.6756066883693399,0.6572263560647698,0.6735456390309897,0.624202003974126,0.6419957299285503,0.7014332220014374,0.7029605124085738,0.6675368874984146
BRCA,pgm@epsilon=300,quantile,4,300.0,5,7b02564017a7d857,0.6539973787680209,0.6853517524204118,0.6580930537352555,0.6854997251934214,0.6135426795755295,0.6271773136600008,0.708298101720712,0.7338603982581491,0.6613008920644315
BRCA,pgm@epsilon=300,quantile,4,300.0,3,cc561f7dcf9457e4,0.6826962575969833,0.7044049336942668,0.6731954202171921,0.7043628013777268,0.6327115305617291,0.6439081936822592,0.7275250423956434,0.7606410431961576,0.6868304911574801
BRCA,pgm@epsilon=300,quantile,4,300.0,4,ed58f5997447aa00,0.6735008795121078,0.6658380644413782,0.6747595824687431,0.6664753157290471,0.6216728636282245,0.6384257259924794,0.7364307608043059,0.7609201697932357,0.6731954202171921
BRCA,pgm@epsilon=1000,quantile,4,1000.0,3,b91003b5f1fd01f4,0.6759498204110007,0.7011554787811121,0.6639368436575064,0.7011607453206796,0.6240691391314422,0.634654883662141,0.7287679457335763,0.7591874782755242,0.6875098747616891
BRCA,pgm@epsilon=1000,quantile,4,1000.0,4,2e2e3e022dc6f96e,0.6756232949578149,0.6723001084907151,0.6770399941014758,0.6729900251740591,0.6231632943258303,0.6399003570713826,0.7396802157174608,0.7683512571229948,0.6756390945765176
BRCA,pgm@epsilon=1000,quantile,4,1000.0,1,2e4925361308f7f2,0.6823539325250951,0.6700670957140901,0.6952464213863638,0.6701039614910627,0.6312000337058532,0.6499541811057626,0.7405123289691276,0.7466057152487386,0.6715364602534258
BRCA,pgm@epsilon=1000,quantile,4,1000.0,2,557f6b81cd1a60ff,0.6573484026585492,0.6701197611097653,0.6716312579656412,0.6704462865629509,0.6118455007952475,0.6276714521956203,0.7186719893826561,0.7752293577981652,0.6464940646099074
BRCA,pgm@epsilon=1000,quantile,4,1000.0,5,6a9107979e46c9a2,0.6509850758888935,0.6870005918910921,0.6562698177820996,0.687074578277597,0.6132942967065489,0.6263370396989811,0.7076956411448865,0.7346425400583436,0.6617765188348201
COMBINED,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,3,de1d62fa59a4c42a,0.49947679336179485,0.5016749298769377,0.5051976316959584,0.5034521608601316,0.5052280545739627,0.5052487822490864,0.5142639836585683,0.5053380449790551,0.5141854190835025
COMBINED,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,4,584cfa15dff6eea2,0.49547342948615,0.4965819841958176,0.5087024723480347,0.4968938384033064,0.5092602630818155,0.5090772327690511,0.5127073897401304,0.49181650391356957,0.5127217778634373
COMBINED,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,2,2a0f2f780a8a1984,0.5139935209299371,0.5088336670934785,0.5031970767291729,0.5090476301915303,0.5023763276577393,0.5027798486879715,0.5075926811247773,0.5111488146778685,0.504697492954262
COMBINED,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,5,dec48ad2923e601b,0.5014836497382031,0.4942240050110822,0.4935032604156629,0.4910827096249184,0.4937488623344362,0.49366855652993263,0.48613520285246214,0.48827736018759443,0.4880257353334832
COMBINED,pgm@binning=uniform,uniform,4,10.0,3,e3d7460f5eb13e8e,0.5028152863260865,0.5011269837555204,0.5022937512745849,0.5053474058645948,0.5018631505397554,0.5020423446343738,0.5010026177047777,0.507169769688784,0.49910168930552257
COMBINED,pgm@binning=uniform,uniform,4,10.0,2,2a78616dda39fab5,0.5163865644547116,0.53047536582675,0.5116148530508129,0.5367916233447113,0.509154946057897,0.5100221652396888,0.5258306950123195,0.539244843990813,0.5215123179224184
COMBINED,pgm@binning=uniform,uniform,4,10.0,4,d97aff8433447b70,0.5007210792029382,0.5110674782906641,0.5121566257642436,0.5147926637970726,0.5103229765614126,0.5109195817673701,0.5281990486439027,0.5177288447742336,0.5256794540276037
COMBINED,pgm@binning=uniform,uniform,4,10.0,1,b39ba955c8a7321a,0.5077778929315284,0.5090737069441055,0.5066265040101365,0.5156664449028306,0.5059989903616311,0.5062223143452228,0.5123891320118883,0.5156814891831625,0.512031078139992
COMBINED,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,1,197b50db14a499c3,0.506198243496692,0.509978703985397,0.49601995205889327,0.5101341615488253,0.4953904325063437,0.4956909837956385,0.4951945225446899,0.5144508670520231,0.49336413510432375
COMBINED,pgm@binning=uniform,uniform,4,10.0,5,a3628f1819a5f6ae,0.5050509004957545,0.4910184649813155,0.5027464585140213,0.4956216606169627,0.5034337423575643,0.50330759532299,0.49925683670082344,0.4962527303973531,0.4993588919940467
BRCA,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,2,669d6a14e1ef2bd1,0.5093217750344958,0.5039183054382288,0.508984716502175,0.5009690432804221,0.507120361495276,0.5078260777973225,0.5389618597204521,0.4986149000937444,0.5403048273101676
BRCA,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,1,d94888852ec9c983,0.4898408451742698,0.4834156669019053,0.5102065536818378,0.5054192692149696,0.510928069602587,0.5105594118328611,0.5240206869674212,0.5077207470059724,0.5242629477875267
BRCA,pgm@binning=uniform,uniform,4,10.0,1,7ad0a954ac9db326,0.5206501016442137,0.5211398898239923,0.5355491420807044,0.5531025184592212,0.5288237710529919,0.5314307081389102,0.5819842214474558,0.5544033537323967,0.5730416372618208
BRCA,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,5,0a550e529ffbe39a,0.5120439267746163,0.5120175030651504,0.500179681224369,0.5063469750137404,0.4992707056187376,0.49987845093645633,0.4895996279541708,0.5058343550500994,0.4901862343043166
BRCA,pgm@binning=uniform,uniform,4,10.0,2,c87908d01118b374,0.5002211946618355,0.5244630762910922,0.5223880597014925,0.538498404238511,0.5172953159397087,0.5182590926805634,0.5526917283729553,0.5406576854611909,0.545434436848924
BRCA,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,4,aaf4f47759b65db7,0.4991942194461707,0.5061934505313939,0.500258060438808,0.49451226577065277,0.49940488102887115,0.5000263326978376,0.5000631984748102,0.49405934336784674,0.4981619776909384
BRCA,pgm@binning=uniform,uniform,4,10.0,3,1d4ba680e7170cf8,0.5138773317603935,0.5184855538819664,0.5220194019317668,0.5271806107079283,0.5218140068886338,0.5228251824855961,0.5658054118960595,0.5257639115642676,0.5604756738537376
BRCA,"pgm@binning=uniform,epsilon=0.3",uniform,4,0.3,3,e71970e57730c9ee,0.49666628045376504,0.49299550237520934,0.49947334604324883,0.5175691759972193,0.49658728236025235,0.4980987792161283,0.4971402690148411,0.5178009037381897,0.4908046219151244
BRCA,pgm@binning=uniform,uniform,4,10.0,4,10abb8479800fccb,0.5276967315855444,0.5365129188215592,0.5296822170024964,0.5426484374177103,0.5235572314854802,0.5264064293915041,0.5582637272353828,0.5477359146399267,0.5517121520133981
BRCA,pgm@binning=uniform,uniform,4,10.0,5,60bcdde9423b4dc7,0.5407717837060837,0.5464951591764259,0.5362004819684607,0.5556800405868176,0.530714919883313,0.5345040798207416,0.5804073479051284,0.5581480150509449,0.5659588635691033
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,1,61e11eb3a7f6e0d6,0.5043457911118392,0.5119892884724038,0.505909058996981,0.5206043120250604,0.5049194796684909,0.5054594021737313,0.5068936235653607,0.5194823430296506,0.5051621940578436
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,2,dff4e504e58207f0,0.5154872508082122,0.5096982117365445,0.4961871107292464,0.5014235232367268,0.49656656091094786,0.49639037567239574,0.4960216236455969,0.49788477418535215,0.4957548384077134
