dataset,target,binning,n_bins,epsilon,split,fingerprint,attack_edges,white_box,edge_mae,edge_max,cell_agreement,auc_ratio_shipped,auc_ratio_1_way_only,auc_log,auc_log_1_way_only,auc_log_2_way_only,auc_log_inverse_variance,auc_log_class_centred,auc_log_1_way_only_class_centred,auc_log_2_way_only_class_centred
COMBINED,pgm@epsilon=1,quantile,4,1.0,4,d732ae5c06372b77,uniform,False,4.091186315572903,14.633116364479065,0.2873771196723475,0.5007712703307529,0.5003412996691401,0.5039403381409742,0.4978387700362982,0.5052714068506204,0.5048320671784823,0.5093061043118863,0.49758647596714956,0.5192857735590461
COMBINED,pgm@epsilon=1,quantile,4,1.0,4,d732ae5c06372b77,generator,True,0.0,0.0,1.0,0.5093402342788003,0.5522011151799386,0.5205007334596812,0.5534916963798143,0.5174932810810232,0.5190120646086965,0.5314216536571263,0.5585897765357146,0.526107417044104
COMBINED,pgm@epsilon=3,quantile,4,3.0,2,e481225dd14c81f3,aux,False,0.006502964461706672,0.7277224449997162,0.9923860437371419,0.5266815326444167,0.5543757125138323,0.5282177208249614,0.5549540815132541,0.5256979710280593,0.5269981311660654,0.5346339392277938,0.5611416268550433,0.5312446300277149
COMBINED,pgm@epsilon=3,quantile,4,3.0,2,e481225dd14c81f3,uniform,False,4.0907049548609695,14.632337749004364,0.28761577277008366,0.510820515049295,0.5081342752167213,0.5069457770705108,0.5058538966357646,0.5099466095206893,0.5084157704175958,0.5074452471775258,0.508643106209276,0.5089533527014513
COMBINED,pgm@epsilon=3,quantile,4,3.0,2,e481225dd14c81f3,generator,True,0.0,0.0,1.0,0.5295957769033522,0.5696496688586741,0.5305559363058603,0.5697843987469786,0.5267965378096197,0.5286008484974107,0.5382733177987209,0.5796243610359826,0.5330409170993291
COMBINED,pgm@epsilon=3,quantile,4,3.0,3,cf03cdc2b8ec7244,aux,False,0.007280103400372827,0.7265786914711212,0.9912883340973071,0.5281137481320018,0.5572264364780336,0.5395484041361741,0.5581160549216528,0.5362650735330992,0.5377567975073299,0.544633036570974,0.5626256615304379,0.5413831377019694
COMBINED,pgm@epsilon=3,quantile,4,3.0,3,cf03cdc2b8ec7244,uniform,False,4.090129381999241,14.633481502532959,0.2879776550689303,0.49836685979065043,0.4962693527950601,0.5051892737624408,0.5003249564551664,0.5075091017896007,0.5060200523540955,0.5037754457285945,0.4997887114406737,0.5066194833459816
COMBINED,pgm@epsilon=3,quantile,4,3.0,3,cf03cdc2b8ec7244,generator,True,0.0,0.0,1.0,0.530998906782296,0.5852813447580713,0.5419143679563515,0.5859335978897889,0.5375157547046808,0.5396249628071959,0.5484753457677096,0.5907574627988379,0.5435267804905772
COMBINED,pgm@epsilon=3,quantile,4,3.0,4,4df999eab9d2ef23,aux,False,0.006913769287758223,0.7269438295250152,0.9921651299677806,0.5243416931675821,0.5654308272568608,0.533378103819344,0.5657978917049458,0.5298764361354705,0.5315789191909457,0.5391427221526239,0.575912073174649,0.5342146226162561
COMBINED,pgm@epsilon=3,quantile,4,3.0,4,4df999eab9d2ef23,uniform,False,4.091186315572903,14.633116364479065,0.2873771196723475,0.5008622835758568,0.5004416819247696,0.5034012854282441,0.49811582506183544,0.5059158609317614,0.5044375649138586,0.5020949776749863,0.4976707970618782,0.5064428677738161
COMBINED,pgm@epsilon=3,quantile,4,3.0,4,4df999eab9d2ef23,generator,True,0.0,0.0,1.0,0.5283904441446361,0.5909392968423758,0.5368376109558533,0.5910620978017624,0.5316301141413168,0.5340356075937169,0.5436395125973039,0.6032565342156264,0.5367194945017293
COMBINED,pgm@epsilon=3,quantile,4,3.0,1,27a22260fba7c29e,aux,False,0.0066042693841110575,0.7229324369316315,0.9923590799580122,0.534365148085866,0.552040505889,0.5430283133355844,0.5524600741515862,0.5410287613208209,0.5419484683251036,0.5447356719945706,0.5533306365067849,0.5421814875115757
COMBINED,pgm@epsilon=3,quantile,4,3.0,1,27a22260fba7c29e,uniform,False,4.090203435468121,14.637127757072449,0.2879206526937525,0.5093137467947325,0.5099292250189725,0.5157771039426045,0.5103504648682623,0.5162150596589294,0.5163314020934952,0.5214133599895693,0.5171003319771194,0.5209362891443816
COMBINED,pgm@epsilon=3,quantile,4,3.0,1,27a22260fba7c29e,generator,True,0.0,0.0,1.0,0.5373485960343277,0.5679901175794088,0.5452424970830811,0.5682706098282612,0.5423570041154464,0.5437367317805407,0.5481196321171983,0.5739419691960002,0.544193743585286
COMBINED,pgm@epsilon=1,quantile,4,1.0,1,054f2a4a03cf7188,aux,False,0.0066042693841110575,0.7229324369316315,0.9923590799580122,0.5109960316531659,0.5225597341508507,0.532877101602383,0.5228923799048533,0.531635781316341,0.5323565695029036,0.5470555000217306,0.5246739570134764,0.5464243088824774
COMBINED,pgm@epsilon=1,quantile,4,1.0,1,054f2a4a03cf7188,uniform,False,4.090203435468121,14.637127757072449,0.2879206526937525,0.5013422841229352,0.5095915645048593,0.5031526125228589,0.5100161475275561,0.5017849202820301,0.5023783335617835,0.5215701548223605,0.5169385223842176,0.5190146330700027
COMBINED,pgm@epsilon=1,quantile,4,1.0,1,054f2a4a03cf7188,generator,True,0.0,0.0,1.0,0.5114985106162472,0.528246806433603,0.5281137481320018,0.5278004927837602,0.5263468809863698,0.5272418485074402,0.539685139928523,0.5301855126923578,0.53810716208039
COMBINED,pgm@epsilon=3,quantile,4,3.0,5,756b7e63827d16a9,aux,False,0.006637045617421004,0.7210254459266876,0.9923233647768842,0.5248305547524975,0.5456541844677867,0.5293805477926612,0.5456665649459809,0.5263118622380691,0.5277680741597336,0.5414849747839774,0.5547849544398402,0.5373134228475367
COMBINED,pgm@epsilon=3,quantile,4,3.0,5,756b7e63827d16a9,uniform,False,4.09072088447654,14.639034748077393,0.2875701235650657,0.5027989918944675,0.49663217532363235,0.503912231109398,0.5010212221472701,0.5031871366162346,0.5034702145771096,0.5038302522673006,0.49756472647842986,0.5039356536357115
COMBINED,pgm@epsilon=3,quantile,4,3.0,5,756b7e63827d16a9,generator,True,0.0,0.0,1.0,0.527596755110126,0.561912429197049,0.5321286793442763,0.5614175446767959,0.5279946034499374,0.5299339886286981,0.5450595869069417,0.5745351632349319,0.5393441558789203
COMBINED,pgm@epsilon=30,quantile,4,30.0,3,e9e38fec1ec5f30a,aux,False,0.007280103400372827,0.7265786914711212,0.9912883340973071,0.530714402725355,0.5756006846819138,0.5334043200486766,0.5757041558988624,0.5301751488547959,0.5307772543854077,0.5361467251944891,0.5875730901286118,0.5322418986550413
COMBINED,pgm@epsilon=30,quantile,4,30.0,3,e9e38fec1ec5f30a,uniform,False,4.090129381999241,14.633481502532959,0.2879776550689303,0.5020186081031837,0.49677550924888925,0.5039543055058723,0.5005900701063464,0.5046894693380851,0.5046734221057312,0.5037466944372938,0.49978135645917826,0.5065649896194465
COMBINED,pgm@epsilon=30,quantile,4,30.0,3,e9e38fec1ec5f30a,generator,True,0.0,0.0,1.0,0.5341150787150178,0.6259915016531993,0.536633825559898,0.6262495946402244,0.5323351731930983,0.5330913990177757,0.5400067532102822,0.6540417294904669,0.5346322676410903
COMBINED,pgm@epsilon=30,quantile,4,30.0,1,f638cb5246d529f5,aux,False,0.0066042693841110575,0.7229324369316315,0.9923590799580122,0.5357943547173849,0.5789363359488093,0.541415566484018,0.57917336694337,0.5385414403059672,0.5390800255418449,0.5412500794003684,0.5908527432409392,0.5375438373613001
COMBINED,pgm@epsilon=30,quantile,4,30.0,1,f638cb5246d529f5,uniform,False,4.090203435468121,14.637127757072449,0.2879206526937525,0.512019711350408,0.5101237977112635,0.5203020891490621,0.5106516847922384,0.5219061437497702,0.5215908824974842,0.5218489754845094,0.5172390736735124,0.5216226426448514
COMBINED,pgm@epsilon=30,quantile,4,30.0,1,f638cb5246d529f5,generator,True,0.0,0.0,1.0,0.5389349318159784,0.6151422353126035,0.544721630666261,0.6155176736862165,0.5407131657511943,0.5414379657458452,0.5451779738363249,0.6462835612820401,0.5400281495200874
COMBINED,pgm@epsilon=30,quantile,4,30.0,2,84da3d9cd75379ad,aux,False,0.006502964461706672,0.7277224449997162,0.9923860437371419,0.5247933083041084,0.5814102842700347,0.5264973237896876,0.5816142178478656,0.5235536596047701,0.5240939164273511,0.5361139620950999,0.5965752531618063,0.5325588314940308
COMBINED,pgm@epsilon=30,quantile,4,30.0,2,84da3d9cd75379ad,uniform,False,4.0907049548609695,14.632337749004364,0.28761577277008366,0.509109478899561,0.5076852870281529,0.5069491202439178,0.5053203261599976,0.5092696169057592,0.5088704420009562,0.506080898110104,0.5080740980953942,0.5084117586095074
COMBINED,pgm@epsilon=30,quantile,4,30.0,2,84da3d9cd75379ad,generator,True,0.0,0.0,1.0,0.5286302684233928,0.6145752331027658,0.5304205377828743,0.6149941327306705,0.5261559857848266,0.5269416315354861,0.5409655753434275,0.6511398549731376,0.5355158683725766
COMBINED,pgm@epsilon=100,quantile,4,100.0,2,0d7e7ab74c50bd9a,aux,False,0.006502964461706672,0.7277224449997162,0.9923860437371419,0.5277182507179465,0.5847103307401451,0.5292029540280225,0.5848734776024098,0.5260867820953006,0.5264989953763912,0.5406235687038851,0.5993768324769237,0.5367337864447692
COMBINED,pgm@epsilon=100,quantile,4,100.0,2,0d7e7ab74c50bd9a,uniform,False,4.0907049548609695,14.632337749004364,0.28761577277008366,0.5084859770591441,0.5076013733756356,0.5061400722794092,0.5052588117693076,0.5086588191242891,0.5083341969864634,0.5064229047496465,0.5079834980960627,0.5084391726314452
COMBINED,pgm@epsilon=100,quantile,4,100.0,2,0d7e7ab74c50bd9a,generator,True,0.0,0.0,1.0,0.5320683879552148,0.6235215651400623,0.5338365923702096,0.6239575149523431,0.5292213414817613,0.5297910182303246,0.5461718992902442,0.6602302777842783,0.5403243546839531
COMBINED,pgm@epsilon=100,quantile,4,100.0,3,184847f38a13d008,aux,False,0.007280103400372827,0.7265786914711212,0.9912883340973071,0.5331609370246425,0.576763106075549,0.5361841687366482,0.5768675802445197,0.5329790683912984,0.5333795805654644,0.5395183155755106,0.5888501823701094,0.5353182868242192
COMBINED,pgm@epsilon=100,quantile,4,100.0,3,184847f38a13d008,uniform,False,4.090129381999241,14.633481502532959,0.2879776550689303,0.5021102110545372,0.49684304135171187,0.5039075010781734,0.5006047800693374,0.5048496073442833,0.5047275815149256,0.5032839992377565,0.49974558450372264,0.5060190494020734
COMBINED,pgm@epsilon=100,quantile,4,100.0,3,184847f38a13d008,generator,True,0.0,0.0,1.0,0.536879548805317,0.627260235961179,0.5398111775659691,0.6275520949996156,0.535287863946215,0.5358498513959421,0.5439904786421368,0.6563381553037775,0.538160652854903
COMBINED,pgm@epsilon=30,quantile,4,30.0,5,08640fe65c865610,aux,False,0.006637045617421004,0.7210254459266876,0.9923233647768842,0.5232488650112963,0.570321450751127,0.5276968027582367,0.5704954466608847,0.5240214737721243,0.5246836620517598,0.5333807806794941,0.5879107641900356,0.5289920684633752
COMBINED,pgm@epsilon=30,quantile,4,30.0,5,08640fe65c865610,uniform,False,4.09072088447654,14.639034748077393,0.2875701235650657,0.500101051470667,0.4965599000995792,0.49986950306768174,0.5006608498495605,0.4987696481535019,0.49944890141659437,0.5023141455997773,0.4971809316544067,0.5020454557622092
COMBINED,pgm@epsilon=30,quantile,4,30.0,5,08640fe65c865610,generator,True,0.0,0.0,1.0,0.5262322256486032,0.6117548959772146,0.5313038718105212,0.6119278880644159,0.5263787837418222,0.5272460864304604,0.5372762814129538,0.6422356332915744,0.5314728486074973
COMBINED,pgm@epsilon=100,quantile,4,100.0,1,177eea4f103038e2,aux,False,0.0066042693841110575,0.7229324369316315,0.9923590799580122,0.5393916093033829,0.5802538805885322,0.5441910690465603,0.5804330746831508,0.5412407185148287,0.541588408549163,0.5457693812120341,0.593975935837816,0.5416225089179151
COMBINED,pgm@epsilon=100,quantile,4,100.0,1,177eea4f103038e2,uniform,False,4.090203435468121,14.637127757072449,0.2879206526937525,0.5122236449282388,0.5101558921759712,0.5207627784445552,0.5107001608066408,0.5226894492790446,0.5222956234516928,0.5219118271445622,0.5172280412012691,0.5224915334133466
COMBINED,pgm@epsilon=100,quantile,4,100.0,1,177eea4f103038e2,generator,True,0.0,0.0,1.0,0.5427979686878379,0.6177057806811381,0.5475787066599358,0.6180775415640034,0.5434629258785024,0.5439847952473447,0.5500372763834888,0.6530722092024192,0.5444377952440015
COMBINED,pgm@epsilon=30,quantile,4,30.0,4,291c1b079eb667c1,aux,False,0.006913769287758223,0.7269438295250152,0.9921651299677806,0.5290707012302849,0.584066458406947,0.5289375274378165,0.5844251576670629,0.5254184601629672,0.5260565567012516,0.5367275250821796,0.6093935707172915,0.5324997590825864
COMBINED,pgm@epsilon=30,quantile,4,30.0,4,291c1b079eb667c1,uniform,False,4.091186315572903,14.633116364479065,0.2873771196723475,0.5030432553831659,0.5004564046555953,0.5034223657019262,0.49835138875504587,0.5068808690158791,0.5056297715032176,0.5015064030494791,0.4978324124934417,0.5048651933228401
COMBINED,pgm@epsilon=30,quantile,4,30.0,4,291c1b079eb667c1,generator,True,0.0,0.0,1.0,0.5322712221472702,0.6251783458075016,0.5326720819547504,0.6257150562676004,0.5277633896544709,0.5287012945295686,0.540990424871243,0.66957239835962,0.534999946462797
COMBINED,pgm@epsilon=100,quantile,4,100.0,4,85097a1644c46b7f,aux,False,0.006913769287758223,0.7269438295250152,0.9921651299677806,0.5330705995095992,0.5875453727795446,0.5330344618975726,0.5878692728577088,0.5295809776964012,0.5300042562076386,0.540835501590055,0.6120329548253081,0.5364260437077725
COMBINED,pgm@epsilon=100,quantile,4,100.0,4,85097a1644c46b7f,uniform,False,4.091186315572903,14.633116364479065,0.2873771196723475,0.5038694013469961,0.500526337627017,0.5044258536507019,0.4983968953775979,0.5083447769104751,0.5073603615902691,0.5018804942554582,0.49785784266486777,0.5049043424025356
COMBINED,pgm@epsilon=100,quantile,4,100.0,4,85097a1644c46b7f,generator,True,0.0,0.0,1.0,0.5363892368807084,0.6323754189286135,0.5372371323332583,0.6328984104804428,0.5320584117653357,0.5327510493291789,0.5458378839955884,0.678519134196353,0.5393843087811719
COMBINED,pgm@epsilon=100,quantile,4,100.0,5,6d8eaa5aa11e37e0,aux,False,0.006637045617421004,0.7210254459266876,0.9923233647768842,0.5254843778441639,0.5729119821614039,0.530589819365477,0.5731201080380757,0.5264818428576017,0.5269964692214619,0.5372883272836295,0.5897905892304562,0.5324994244750677
COMBINED,pgm@epsilon=100,quantile,4,100.0,5,6d8eaa5aa11e37e0,uniform,False,4.09072088447654,14.639034748077393,0.2875701235650657,0.5009690233743429,0.4965635807822857,0.49988623344361993,0.5006056396089643,0.49868499245125436,0.49925181758804194,0.5021772911246025,0.4970885799792276,0.5020688782885226
COMBINED,pgm@epsilon=100,quantile,4,100.0,5,6d8eaa5aa11e37e0,generator,True,0.0,0.0,1.0,0.5286343730258156,0.6156657886565374,0.5342042497831743,0.6159425090745558,0.5288284453866993,0.5295147254076857,0.5414300991509,0.6457536967438673,0.5350263804567794
COMBINED,pgm@epsilon=300,quantile,4,300.0,2,591c2f879447ee1c,aux,False,0.006502964461706672,0.7277224449997162,0.9923860437371419,0.5278379363259194,0.5847537919944369,0.5291441141760582,0.5849600657936527,0.5259774603248896,0.5263736263736264,0.5407054764523581,0.5992932531417472,0.53678627426726
COMBINED,pgm@epsilon=300,quantile,4,300.0,2,591c2f879447ee1c,uniform,False,4.0907049548609695,14.632337749004364,0.28761577277008366,0.5084154361002551,0.5075866634126445,0.5061584597331479,0.5052654981161218,0.5084100870228038,0.5081115416375532,0.506525874490584,0.507968453815731,0.5092756346178919
